"pop","author","genus","species","class","referenced","Ocean","num_individuals","gene_diversity","allelic_richness","global_fst","Ne","long","lat","hupopdens25km","hupopdens50km","hupopdens100km","hupopdens200km","impacts25km","impacts50km","impacts100km","impacts200km"
"Moore_QC_AG","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",48,0.85421220315342,6.21725981949411,0.0206818653226482,NA,-4898229.61178232,6872405.08111684,3.82284474539905,0.918523982464429,0.136391177736048,0.206693958226992,3.6591855033758,2.92013860269041,1.86096004812712,2.01709099804361
"Moore_QC_ANG","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",45,0.825297893852952,5.74246105115361,0.0533729070915708,34.7,-5136456.88740742,6850222.92294122,NA,0.330251854049556,1.74349479114325,2.45676718474345,4.2074293254805,3.99865286099743,2.43406948591954,1.47738292179741
"Moore_QC_ARO","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.867608263716422,6.49039397025871,0.0058618056115588,NA,-5276430.20448902,6870013.37391498,8.30361317199947,8.84939955961882,3.65021074933968,2.32349475290264,1.82543560686641,1.72110238584757,1.50256048355877,0.914991521634065
"Moore_QC_BO","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.855258927378391,6.38622108328012,0.0194877557921338,130.9,-5169756.58666,6662589.22773937,28.3032234674221,17.5892265363091,9.43889382185515,6.52930855014065,2.0642491114463,1.17158162599801,0.751908213584053,1.51799010210944
"Moore_QC_CAU","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",49,0.848274339011973,6.19412803515963,0.0276862812771284,NA,-5196329.1527892,6666811.87471418,25.5399942228348,16.1205488515587,7.06725731319378,6.45393878842365,1.99372894235447,0.948301054502996,0.435967271322812,1.3360942394451
"Moore_QC_CC","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",43,0.867172611831277,6.63684929509952,0.00486777572526376,183.4,-5269333.98933056,6776087.35723639,12.4511764481085,7.80957464560004,5.00183803346107,5.33951485576744,2.01452156050889,1.93176800810151,1.58840398078356,1.06818376361138
"Moore_QC_CH","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",46,0.830751937533074,6.05308499290997,0.0470716475475421,97.5,-4930292.59842645,6781236.86328086,0.00367369352392292,0.00367369353070097,0.00367369354245301,2.48851790056455,1.84427100640369,2.1544953575635,3.25646808525999,2.93429675163235
"Moore_QC_COR","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",60,0.819448934877267,5.64429868967156,0.0625535431102565,110.1,-4958171.57776632,6888691.15128557,0.155445569126698,0.047296184285672,0.466484644981038,0.591696501452082,2.86980711307077,2.38631488275607,1.39012091841866,1.74075111913705
"Moore_QC_CS","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",38,0.856670011624683,6.37872554570858,0.0153382818099279,NA,-5073484.12792924,6747899.80644718,18.7672553718612,10.9597759816739,6.08516818465277,5.89783226590397,1.55876015937774,2.00480025659919,2.54853708968862,2.42234896567696
"Moore_QC_DA","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.848317670087309,6.33264458774637,0.0279694809409146,564.5,-5075067.68776527,6749340.0588961,18.5528944224658,10.5647088863743,5.954085336099,5.87763580696012,1.44061579150465,1.94518692534993,2.52277819760494,2.40803391880044
"Moore_QC_DG","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",48,0.835148674175478,5.96945779655695,0.0425632931185231,59.8,-5203512.57254727,6844077.68836792,NA,26.2824896888434,5.96572451824822,3.81086299270306,3.77324943889845,3.88660541376393,2.34634938277422,1.22462338227531
"Moore_QC_EAG","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",57,0.851273691370439,6.35887244523737,0.0255921738727423,NA,-4474960.64121692,7250321.78981279,0.000846517015543861,0.691756230156806,0.145079010586962,0.0846032355998775,2.79891031428567,2.32024833797133,1.92297946697115,2.14559907593596
"Moore_QC_ET","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",48,0.838340342525215,5.96159040254468,0.0389586730823528,90.8,-4716967.51872908,6884676.80510534,0.00522362200769307,0.669703740741034,0.388736587565746,1.36269802081575,3.40766218785944,3.05439046823651,2.69511832789625,2.23482311081066
"Moore_QC_GE","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",48,0.811493609662678,5.85580282861329,0.0602199871490867,NA,-5259416.3190251,7706899.29773438,NA,0,0.11881618721388,0.0625442115064439,3.20462977097083,2.79918409284328,2.07097388644692,1.39738778602405
"Moore_QC_GO","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.832424060234356,6.14107634992605,0.0458129968574567,50.1,-5174556.86082736,6844950.87339159,NA,NA,5.35433803455955,3.31285742028749,3.83790475551315,3.92210376152141,2.48712066171632,1.34700669708421
"Moore_QC_GP","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",44,0.838353296345727,6.21233773868916,0.0379871486764284,41.5,-5094785.62543874,6693549.8529355,30.6369425212817,10.3455572813727,10.8862290081988,7.19142559053329,2.10932048881761,1.77494349018815,2.050713247355,2.23839226439434
"Moore_QC_JC","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.844563032069971,6.21496015274555,0.0324422721418441,79.5,-5177304.35764304,6848635.39321055,NA,0.187181002677729,5.82728222056356,3.10436153773463,3.85359103351132,3.90861198050247,2.4709409480136,1.31381831628279
"Moore_QC_JU","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.841204291500417,6.18646225828866,0.035812102425287,312.4,-5041180.73728491,6809859.80610974,0.00367369350830191,0.00367479409489775,3.99418318762271,2.63677504942526,3.66548208933829,2.73538208255937,2.72626661760645,2.21761181013362
"Moore_QC_KO","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",48,0.834185976205028,6.06083391114792,0.0436601730500009,1847.9,-5360912.85366184,7677887.33232282,0,0,0.225532896183013,0.0725814884748331,2.81937460474414,2.20064898616297,1.61074224677745,1.14102328195015
"Moore_QC_LA","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.828534152533792,5.88055314268445,0.0505462475516695,39.4,-5183966.52097431,6842622.44710745,NA,10.1988815307617,6.32190018697432,3.59521898994906,3.83227082839054,3.88663929170863,2.47723663343005,1.3214420516182
"Moore_QC_MAD","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",49,0.867074966563728,6.56500500213435,0.00621950608367472,NA,-5149815.43359638,6801403.1456194,4.33511537056923,2.16270200276798,3.6115299158535,5.40276767038369,2.58392979700704,2.32073318036941,2.28161210926325,1.67522059148966
"Moore_QC_MAL","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.850167977121716,6.1989687108026,0.0259145959393016,24.5,-5178702.8639571,6851384.58290676,NA,0.350861185084176,5.851455960649,3.01267537170838,3.87048383560856,3.88068337608653,2.45659306352681,1.29107536244227
"Moore_QC_MAP","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.865084229738381,6.53402622706666,0.00887648998507995,223.5,-5202385.93012061,6668249.01995743,24.6118057020471,13.7603716932861,6.13341176821761,6.64236405455588,1.86692139808323,0.869503716674352,0.392183027783582,1.30421549920525
"Moore_QC_MAT","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.876946162545395,6.63266771948693,-0.00477727976286357,660.7,-5157776.51968899,6847454.70075566,NA,NA,4.01565869001298,2.90991745832965,3.95719534816304,3.97379452957437,2.47594504654726,1.40142139981445
"Moore_QC_MBB","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",55,0.825709688331959,5.90596312675246,0.0533146488384262,306.2,-4471095.17512644,7247782.10535263,0.000846517015209732,0.673117352190742,0.145329407694578,0.0853418468831533,2.63090687267372,2.33079348671282,1.94821007711917,2.16677241006698
"Moore_QC_MEC","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.82885045675413,5.84853977806575,0.0503955305363206,230.4,-4655429.0620281,6940802.64520979,0.729416878378706,0.597394398419436,0.224536163701161,0.933972700173621,1.96247422828694,2.11425873297557,2.21596817957024,1.61369696722329
"Moore_QC_MIR_Somp","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",108,0.854219161607265,6.43113431021745,0.0265553986128827,307,-5092528.00400949,6581376.10335183,0.176617475019561,21.5250006224878,15.8241511651038,10.965521807502,2.86618859434086,2.38406742521081,1.95197643830333,1.67984927610325
"Moore_QC_MIT","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",49,0.861436224738242,6.46196256026349,0.012844660565307,151.5,-5218348.86611956,6840369.24567771,NA,11.9079786368779,5.74527862078406,3.89891038436415,3.76162432265187,3.90598176895024,2.22019496891459,1.17477004949088
"Moore_QC_MOI","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.853625317228933,11.1306268160221,0.00856135090582166,NA,-5203563.74414325,6881507.52665258,13.2214878624776,13.279151541317,3.41391949735847,1.8989882140848,3.39851859988609,2.6847111365685,2.05854370168134,1.04468936869385
"Moore_QC_MUQ","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.813834993442134,5.52841566694888,0.067548605818357,121.5,-4811413.9636059,6885613.90945498,0.147812894581545,0.618096186120035,0.28627958068679,0.109987960040055,2.30048017893958,2.20301239990382,2.12017358508133,2.04614859883056
"Moore_QC_NAP","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.834819419470285,6.1118658941485,0.0433851858154009,124.7,-4571374.55116984,6990965.07056358,0.827784327227707,0.475667349875516,0.921322482768438,0.556227716134536,2.95903976368079,2.53832623662086,1.76364665019594,1.22370827106883
"Moore_QC_NAT","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.849162716739792,6.15867632831359,0.026780776441261,NA,-4889409.88365554,6870559.30298424,11.0805428206683,0.940413261757001,0.142605294849935,0.215931432808143,3.65287511583025,2.94365593050917,1.9615005995796,2.04502494462592
"Moore_QC_OU","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",39,0.823713456363147,5.94572110197721,0.0535548274015726,222.8,-5207985.23811481,6841700.33410751,NA,14.8577978520892,5.9021828552515,3.80997775318757,3.7705618774933,3.88659584577405,2.31304301200276,1.21611030231276
"Moore_QC_PA","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",47,0.858267047685391,6.34113156314898,0.0160742284940794,NA,-5201657.70075168,6667290.92991879,25.3410059661142,14.3749550194368,6.29270341765752,6.62584846526092,1.89377118643027,0.886226193322105,0.396968120377721,1.3010784951691
"Moore_QC_PCS","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",67,0.842443574624818,6.07172103422478,0.0371800927063152,21,-5199968.95923764,6668490.54032564,25.2834555896648,14.4136770156371,6.44344135969831,6.49555552958468,1.90881025584304,0.895726444937136,0.407463417104864,1.32421157670156
"Moore_QC_PS","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",34,0.83756257019693,6.09730324917722,0.0355796842780085,55,-5169563.17537352,6849002.79128804,NA,0.152810817188583,4.83802317469002,2.99045440434363,3.87854223710894,3.92593350934029,2.47498678515076,1.34218821824247
"Moore_QC_RES-LM","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",58,0.860986374284875,6.41444358146014,0.0148378138977783,746.8,-3787072.54584325,6666848.47579752,NA,NA,NA,NA,3.6915426935318,3.76691585150561,3.96155109117208,4.10359686321902
"Moore_QC_RES-U","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",86,0.862218487054369,6.29701508074038,0.0161460859822998,1112.4,-5196665.98646872,6667789.18707487,25.143709971314,15.6665730433871,6.98152405763346,6.44191310204964,1.97069112341013,0.938719785192807,0.432344294182315,1.34221661632056
"Moore_QC_SA","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",44,0.8656879878239,6.56371097500906,0.00673183477005102,368.5,-5221411.98681613,6844069.45292298,NA,108.937761830099,5.55000290493423,3.80761596957943,3.76109173814807,3.91938117761909,2.18097793426137,1.14322874266181
"Moore_QC_SHR","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.851276825861611,6.46569754283644,0.0245471470016689,432,-4432029.17028293,7225773.62449342,0.000846517023334551,0.0895464085904969,0.221530327555116,0.115815180002941,1.91781665572968,2.21268574699875,2.40705229690003,2.44814098218513
"Moore_QC_SJQ2","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",35,0.853712519335034,6.48695213864484,0.0172394003298035,81.7,-5071168.94831038,6746344.54537917,19.1467852495544,11.5013099980418,6.27398076665634,5.96133802402573,1.74639754855805,2.09224683999325,2.58689766280945,2.44152018994048
"Moore_QC_SJQ8","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.859790867951693,6.38059951192949,0.0149081262426309,NA,-5074707.75196307,6893393.05444497,1.83457356359733,0.733171371140797,0.517077432953375,1.44202439813375,2.60348999449262,1.9144822812,1.77799656628957,1.40024390610839
"Moore_QC_SM","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",36,0.843937937313833,6.12955367327469,0.0290984440990846,NA,-5183506.6073852,6847362.74900357,NA,0.85276970657397,6.00048420050564,3.38544122921957,3.84775564073199,3.90698654168244,2.46219323720571,1.29593872986448
"Moore_QC_SPQ","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",53,0.829206515500755,6.08185024193632,0.0504442011436559,505.4,-4548379.97557037,7001446.89251834,1.6856681123103,0.861046413954929,0.911408957446723,0.584496551579631,2.51581266928762,2.23415784421412,1.53911021079405,1.2688492519831
"Moore_QC_SU","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",44,0.828207529856919,5.96534166544194,0.0495326804383034,235.6,-4896054.62183625,6821199.22926612,0.00367369351604271,0.00367369352364176,0.253180401719558,0.714911485882717,2.86955781984638,2.58412949598305,2.89800840992348,2.63765738586725
"Moore_QC_SW","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",57,0.771913905447599,5.09912509147542,0.11663129275235,131.8,-4478954.07572076,7248349.7461231,4.1037473451923,0.619843049614421,0.137768921340638,0.082279629962894,2.61075875485046,2.15713326309341,1.82193433328828,2.09411617021217
"Moore_QC_TRI","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.840351926810424,6.06505731999899,0.0367335028527279,141.6,-5160997.80713675,6843990.55463786,NA,NA,4.32643690969281,3.03675647207344,3.91267466481864,3.95633410191575,2.48824624992301,1.40935320355125
"Moore_QC_VF","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",49,0.844668499665251,6.16818364504137,0.0318317053106232,125.2,-4572311.64580493,6995777.79330212,0.613171103598032,0.416489158581771,0.88678874504551,0.541982776836988,2.48575832958744,2.26287224515748,1.69527012393299,1.19593897608585
"Moore_QC_WAT","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",42,0.833028762618803,5.96656341427059,0.0436258261013995,246.9,-4942136.8123006,6890650.25135678,0.135694423517861,0.130069217487312,0.39572419733074,0.468017960942128,2.65185549488469,2.33534049137697,1.41868219853431,1.7487462760557
"Moore_QC_YO","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",50,0.856794618876114,6.36752301658152,0.0181377373157269,230.7,-5067095.56311575,6744014.10909313,19.4589633890423,12.5692271103894,6.57760813651199,6.0891016654045,2.0716480786544,2.25866757215099,2.6524183808065,2.47347942508794
"Moore_US_PEN","Moore","Salmo","Salar","Actinopteryggi","coords from sup","Atlantic",100,0.828456666666667,6.03353938941836,0.0556862077214056,NA,-5430753.40901721,6252855.9735292,32.559478558483,25.7413924949156,32.6855996092665,23.4402673023622,2.43173600166831,1.84895996562005,1.92651646675485,1.93580124866901
"Mourier_Ahi","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",5,0.531764705882353,3.47058823529412,-0.0202361950339247,NA,-11809631.652275,-2699783.59924305,355.399992032815,195.387776327749,171.355998088437,142.986033303398,3.1532991908695,3.29640616185627,3.59176982261197,3.74658230998303
"Mourier_Haapiti","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",26,0.567168673860077,3.503186250359,0.00138797457115036,63.7,-11816964.4079387,-2700409.47771159,298.435566957535,197.23723906566,171.355998088437,141.665915613518,3.39740290747966,3.29760600788969,3.58019051281344,3.74868380259817
"Mourier_Hitiaa","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",5,0.510588235294118,3.47058823529412,0.0203926799895502,NA,-11810506.8521445,-2700841.62362338,359.040690493056,195.387776327749,171.355998088437,143.133403062719,3.1716449093008,3.28871340062196,3.58954104914413,3.74664404577139
"Mourier_HoaWilliams","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",6,0.481209150326797,3.34848484848485,0.0935451746656554,3.3,-11792860.9304505,-2614727.86242765,443.288825456486,443.288825456486,256.356622567313,144.385515950916,3.71388637103199,3.96303706014468,3.8330481199234,3.79038256156222
"Mourier_Mareto","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",9,0.558460421205519,3.52306536216571,-0.0210328396422281,53.9,-11815201.7869402,-2689236.31386435,283.104570884844,209.536481017198,171.355998088437,141.624688718136,3.48033639720613,3.41017307637018,3.59223861791313,3.75066920383171
"Mourier_Mo_Ti","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",12,0.544934640522876,3.43759563199477,0.0181355202660238,NA,-11819637.3156484,-2689047.58163637,136.635367728568,225.989628989249,171.355998088437,141.749570441385,3.44048230906593,3.44496450268535,3.58460535762214,3.75279492907645
"Mourier_Nuurua","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",19,0.568600293302917,3.54533043828785,-0.00835319626184616,139.3,-11819030.1950182,-2697443.88050251,200.266589641571,203.690667017076,171.355998088437,141.624688718136,3.44052021295434,3.33851382595583,3.57931949978598,3.7499497326818
"Mourier_Opunohu","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",40,0.585202205882353,3.55506119078567,-0.0232755034591159,NA,-11815631.8964256,-2688351.3782095,264.217533606609,212.875474080577,171.355998088437,141.624688718136,3.49213711357951,3.42208368500704,3.59213220085671,3.75113304939162
"Mourier_Papetoai","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",12,0.538194444444445,3.40014604086841,0.0302800209523888,30.6,-11816854.0223696,-2688053.21295004,211.106247890143,217.221177423143,171.355998088437,141.666350940094,3.48666680330623,3.43420864438677,3.59028408147666,3.75178943201766
"Mourier_Pi_Sh","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",14,0.559123649459784,3.39555324650223,-0.00121156307848791,27.6,-11814543.8101013,-2687986.12532592,287.629550237725,210.672649547128,171.355998088437,141.624688718136,3.49264835171872,3.42051857708574,3.59448138741889,3.750736482096
"Mourier_PK23","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",7,0.548019207683073,3.54568960451313,-0.0190704092426526,NA,-11817438.8293455,-2688611.67386612,194.904274146427,218.072624940412,171.355998088437,141.666350940094,3.47510821227867,3.43301342208981,3.58870834854807,3.75188834962852
"Mourier_Taotoi","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",25,0.543388235294118,3.28360688719894,0.0425681226610933,514.6,-11818265.3807178,-2687874.31225927,151.066072035466,223.681907769684,171.355998088437,141.749570441385,3.46487462790154,3.44778132077914,3.58796981556726,3.75256973402437
"Mourier_Te_Mt","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",7,0.555222088835535,3.36698595522125,-0.0324645438657765,NA,-11810601.4683466,-2702324.27978505,355.453443366091,195.019830982789,171.355998088437,143.69218493512,3.14771694983035,3.27646501700506,3.58783062630554,3.74649837533274
"Mourier_Tetaiuo","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",7,0.57202881152461,3.50196861961568,-0.0637175246530648,NA,-11820969.8271615,-2693330.265058,136.635367728568,220.396949673324,171.355998088437,141.624688718136,3.42961735645959,3.40794813516109,3.57900307277484,3.75192746454962
"Mourier_Tiki","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",26,0.571005917159763,3.45780166895122,-0.00530421532444225,285,-11821182.7136163,-2689499.28459414,130.361935702237,232.691528917329,171.355998088437,141.916097911187,3.42888561689078,3.45668789439365,3.58133624557031,3.75351511850223
"Mourier_Varari","Mourier","Carcharhinus","Melanopterus","Chondrichthyes","georeferenced in QGIS","Multiple",30,0.574509803921569,3.42240507850187,-0.00883562558289297,55.7,-11819324.3725599,-2696509.72607855,188.739114330661,206.292881943723,171.355998088437,141.624688718136,3.44437413871307,3.35205037484634,3.57933273589621,3.7502832591029
"Nakajima_Busan","Nakajima","Scomberomorus","Niphonius","Actinopteryggi","georeferenced in QGIS","Pacific",93,0.759001040582726,5.34024126956228,-0.020355939283242,NA,10137503.1663865,5080965.69602213,505.410588202785,490.678899875857,819.052890349262,458.610804808574,2.98432448584645,3.55272856578929,3.67695206801922,3.30052246823782
"Nakajima_Goto","Nakajima","Scomberomorus","Niphonius","Actinopteryggi","georeferenced in QGIS","Pacific",152,0.742399584487534,5.21064160153849,0.00405172236904938,52.6,10169514.9814346,4880725.02708457,99.7437765483304,135.901398067889,351.749762518759,384.618248043832,3.39873255396705,4.02874030522669,4.17327945791214,3.97734220358783
"Nakajima_Harimanada","Nakajima","Scomberomorus","Niphonius","Actinopteryggi","georeferenced in QGIS","Pacific",76,0.736322714681441,5.11894916663755,0.00893315298133479,NA,10605348.7471001,5069364.15776805,303.675051269531,692.097991459549,890.3376191485,464.188962156276,3.90568408839629,2.87167793205058,1.49205483156139,1.78463578333573
"Nakajima_Hiuchinada","Nakajima","Scomberomorus","Niphonius","Actinopteryggi","georeferenced in QGIS","Pacific",83,0.74303962839309,5.1215559306017,0.000450675522839172,NA,10512427.7519418,5037429.20457272,475.362204751054,448.244310440055,352.5873415874,434.9832652814,2.94031167777522,1.86047394267491,1.1499238901163,2.11113841299805
"Nakajima_IseBay","Nakajima","Scomberomorus","Niphonius","Actinopteryggi","georeferenced in QGIS","Pacific",164,0.753011600237953,5.24106008907699,-0.00994068359500644,165.5,10800515.9526032,5090892.68282629,491.616565654805,798.342142534849,750.028978010482,593.156379786613,3.25607850389955,2.10698909962206,1.38547799039367,1.95956134785289
"Nakajima_Kasasa","Nakajima","Scomberomorus","Niphonius","Actinopteryggi","georeferenced in QGIS","Pacific",98,0.735110370678884,5.10554479475938,0.0120337262731082,170.8,10233530.7268474,4688795.87487597,146.367986081251,184.934026609921,237.708943505098,232.531586684633,4.88694354951973,4.1059427575488,3.47606434157327,3.84306288855377
"Nakajima_OsakaBay","Nakajima","Scomberomorus","Niphonius","Actinopteryggi","georeferenced in QGIS","Pacific",87,0.737495045580658,5.13857619665943,0.00818570859201873,NA,10651584.5311992,5075373.16825001,1791.40257267302,2772.60743314424,930.651988281684,559.621315623079,3.81621453614427,2.36119939479017,1.24371407809729,1.82104935759439
"Nakajima_ShibushiBay","Nakajima","Scomberomorus","Niphonius","Actinopteryggi","georeferenced in QGIS","Pacific",121,0.747387473533229,5.14865417926471,-0.00348814848366974,NA,10347346.1333056,4657934.14561289,88.4858263224772,120.872085665841,246.75256489335,181.849328916603,3.6110439879928,3.43863573487599,3.51877079430053,3.90413631400373
"Nakajima_TosaBay","Nakajima","Scomberomorus","Niphonius","Actinopteryggi","georeferenced in QGIS","Pacific",95,0.743368421052631,5.106119840758,0.00077333635442689,155.2,10534213.1324783,4925087.35943018,532.153756105963,172.414904387707,145.530375950161,279.823386977268,4.32129396277812,2.63409706001655,2.30788666853796,2.8685224836293
"Nakajima_WakasaBay","Nakajima","Scomberomorus","Niphonius","Actinopteryggi","georeferenced in QGIS","Pacific",140,0.746260204081633,5.11730345160821,-0.00141068333548255,600,10688792.35268,5255543.12513535,NA,225.598427706112,195.253960847917,571.629407946716,4.64952516492545,4.12388648125654,2.52418795368226,2.1158615740232
"Nanninga_AM","Nanninga","Amphiprion","Bicinctus","Actinopteryggi","coords from sup","Indian",60,0.760993407612923,5.05097383599033,-0.00327655737829002,2105.9,3057024.10158282,3362921.74104781,900.250418782234,672.606362513812,221.151740069243,95.125442088485,3.42915849869249,2.83335428546495,2.5956884234688,2.08139923065595
"Nanninga_Amat","Nanninga","Amphiprion","Bicinctus","Actinopteryggi","coords from sup","Indian",53,0.760895987909353,5.03353169831428,-0.00427468678021214,19560.5,2929251.93799784,3743903.0143813,6.26561384705078,9.80048793274706,12.5272319537837,13.8555684779323,2.354844533407,2.33248944475881,2.40698188692709,2.13176843778939
"Nanninga_AN","Nanninga","Amphiprion","Bicinctus","Actinopteryggi","coords from sup","Indian",56,0.765444582438239,5.09724872405858,-0.00971907071364098,NA,2811315.52285666,4080246.44228336,4.4937209703226,4.49434401634221,4.52625638141997,9.5261099887258,2.79971120443174,2.3801354040115,2.23921063801826,1.64283353571563
"Nanninga_AQ","Nanninga","Amphiprion","Bicinctus","Actinopteryggi","coords from sup","Indian",55,0.755294488985788,4.98050644686696,0.00349730504039358,3279.6,3192441.33314535,2929561.20830764,23.3401767185756,34.3025888236793,39.0791280524962,37.1834166300953,2.3542608362912,2.68630466832303,2.38496685651953,2.0568253349613
"Nanninga_AT","Nanninga","Amphiprion","Bicinctus","Actinopteryggi","coords from sup","Indian",59,0.758045600517873,5.0041101405937,0.00049097724137237,894.7,3062515.3105661,3305855.79597245,901.77406332228,697.127120443551,339.931303920641,96.6504320224377,3.57168520189439,2.90421255514672,2.54459729474013,2.08686641374942
"Nanninga_Bur","Nanninga","Amphiprion","Bicinctus","Actinopteryggi","coords from sup","Indian",58,0.768173429900521,5.08455312886488,-0.013012091639466,694.6,2764790.52856643,4190929.93074465,4.50710744565388,7.86677733743677,11.5820883614917,9.34806663254004,3.555182140733,2.25536730735557,1.64624881025993,1.19990340300244
"Nanninga_Can","Nanninga","Amphiprion","Bicinctus","Actinopteryggi","coords from sup","Indian",49,0.759588999625844,5.02087190023461,-0.00341397099794927,890.6,3150772.12119437,3044737.32276632,23.3401765823364,14.0285320265596,17.0675716051417,53.0896604877187,2.35504341950844,2.81535369714384,2.46286248566917,2.12839086216103
"Nanninga_ER","Nanninga","Amphiprion","Bicinctus","Actinopteryggi","coords from sup","Indian",56,0.760732796979166,5.09071856153141,-0.00350562296057189,NA,3062217.03298894,3325930.53415139,905.885835234973,631.190344742136,295.982781930441,96.3670892416374,2.81376571356363,2.71374595178029,2.50845281706979,2.07346498305325
"Nanninga_Far","Nanninga","Amphiprion","Bicinctus","Actinopteryggi","coords from sup","Indian",56,0.704477828265666,4.57735448692054,0.07061991334498,1800.8,3306666.74314599,2559036.72777914,21.90154668701,21.9015466064535,120.97798935681,106.994267308183,3.1558757403223,2.94411567997857,2.65015241792024,1.88780023231005
"Nanninga_Hai","Nanninga","Amphiprion","Bicinctus","Actinopteryggi","coords from sup","Indian",58,0.754803020261416,5.01033875975005,0.00458909627726622,1186.5,3078847.80168114,3392622.36131138,490.666588670971,261.301031251641,128.388829049128,86.7766561234862,1.98230232945982,1.88134851629038,1.91682711363333,1.91832427028859
